Row Label,County,Mary Yu,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
M-V 05-0697,KI,229,673,156,385,0,0
NAPOLEON,KI,188,505,134,324,0,2
SEA 37-1607,KI,146,524,81,227,0,0
SEA 36-1720,KI,161,622,124,287,0,2
SEA 36-1721,KI,137,529,106,246,0,3
MORRIS,KI,194,736,161,359,0,4
SEA 36-1723,KI,134,431,115,252,0,3
SEA 36-1724,KI,118,315,86,207,0,3
SEA 36-1725,KI,107,372,81,189,0,1
SEA 36-1726,KI,107,387,104,214,0,3
SEA 36-1727,KI,139,382,99,239,0,1
KIR 45-2489,KI,191,559,101,295,0,3
SEA 36-1729,KI,82,231,64,147,0,1
M-V 05-3322,KI,112,382,77,189,0,0
AMES LAKE,KI,249,810,186,445,1,9
FAIRHAVEN,KI,241,808,196,439,0,2
GRIZZLY,KI,176,653,170,353,0,7
QUARTERMASTER,KI,120,342,106,229,0,3
AUB 47-0045,KI,236,674,113,351,0,2
SEA 36-1695,KI,183,475,134,320,0,3
SHL 32-0558,KI,85,310,53,138,0,0
BACUS,KI,163,443,104,271,0,4
BEL 48-3143,KI,113,377,86,202,0,3
AUB 30-3477,KI,44,203,20,65,0,1
AUB 30-3476,KI,60,264,26,86,0,0
MOUNT SI,KI,80,274,85,166,0,1
BEL 48-3144,KI,180,481,90,274,0,4
BEL 41-3140,KI,102,286,69,172,0,1
SEA 43-3230,KI,166,626,137,309,0,6
NEW 41-0248,KI,112,380,67,180,0,1
SHL 32-1053,KI,133,364,92,227,0,2
SEA 36-2163,KI,96,289,77,176,0,3
SEA 36-2162,KI,131,373,127,259,0,1
SEA 36-2161,KI,163,460,140,304,0,1
SEA 36-2167,KI,107,327,103,211,0,1
SEA 36-2166,KI,127,336,102,231,0,2
SEA 36-2165,KI,76,240,94,170,0,0
ROSE,KI,154,409,125,280,0,1
SEA 36-2168,KI,190,520,144,334,0,0
KIR 45-1040,KI,255,783,173,433,0,5
BEL 41-0206,KI,223,729,119,344,0,2
SHL 32-0888,KI,91,264,51,142,0,0
SEA 43-2544,KI,335,887,199,537,0,3
SEA 36-3496,KI,210,671,112,328,0,6
DUV 45-3481,KI,270,692,129,400,0,1
DOCKTON,KI,272,696,173,446,0,1
AUB 47-2839,KI,258,692,169,430,0,3
SEA 37-1907,KI,260,657,171,432,0,1
SEA 37-1906,KI,162,427,117,280,0,1
BUR 33-1189,KI,173,639,107,283,0,3
SEA 37-1902,KI,123,339,101,224,0,0
SEA 37-1901,KI,102,260,61,163,0,0
SEA 37-1900,KI,121,355,66,192,1,4
RNT 11-3575,KI,194,600,120,318,0,4
SAM 45-2726,KI,154,479,116,278,0,8
KIR 48-0615,KI,184,542,116,307,0,7
SAM 41-2973,KI,242,723,191,434,0,1
SEA 43-2547,KI,131,461,73,204,0,0
KEN 33-3174,KI,208,652,107,315,0,0
M-I 41-3655,KI,174,457,83,258,0,1
SHL 32-1168,KI,161,466,84,246,0,1
MICHAEL,KI,218,582,131,353,0,4
SEA 43-2546,KI,103,324,69,176,0,4
SEA 46-2328,KI,75,299,72,147,0,0
TANNER,KI,173,695,165,343,0,5
SNQ 05-3667,KI,123,451,96,224,0,5
RNT 11-3683,KI,78,320,47,128,0,3
SYLVAN,KI,230,744,105,336,0,1
SEA 43-2550,KI,106,342,50,157,0,1
BOT 01-3398,KI,203,656,145,350,0,2
SEA 37-1585,KI,135,358,97,233,0,1
CLEVELAND,KI,111,344,99,212,0,2
BEL 41-0815,KI,95,405,58,155,0,2
KEN 47-3579,KI,61,273,39,100,0,0
CROSS,KI,187,511,139,328,0,2
LFP 46-0734,KI,234,575,112,349,0,3
SEA 43-1345,KI,160,424,113,274,0,1
AUB 47-3456,KI,208,795,93,305,0,4
IDA,KI,85,260,57,146,0,4
DES 33-2626,KI,169,331,99,272,0,4
DES 33-2627,KI,147,347,81,229,0,1
DES 33-2625,KI,131,434,98,231,0,2
DES 33-2623,KI,127,333,95,225,0,3
CAMELOT,KI,134,479,76,211,0,1
KIR 01-0356,KI,308,816,208,516,0,0
RNT 37-3650,KI,105,474,97,204,0,2
SEA 43-2543,KI,95,313,56,153,0,2
ENM 31-0413,KI,197,655,164,363,0,2
RED 48-3134,KI,106,351,72,181,0,3
ENM 31-0410,KI,176,644,118,297,0,3
ENM 31-0417,KI,83,249,59,143,0,1
ENM 31-0416,KI,222,695,177,402,0,3
ENM 31-0415,KI,73,259,68,142,0,1
ENM 31-0419,KI,132,480,94,231,0,5
ENM 31-0418,KI,199,565,123,322,0,0
AUB 31-0058,KI,107,290,62,172,0,3
SEA 34-1425,KI,118,292,67,185,0,0
SEA 34-1424,KI,125,436,83,210,0,2
SEA 34-1427,KI,86,269,74,163,0,3
SEA 34-1426,KI,105,294,81,186,0,0
SEA 37-2861,KI,137,391,104,243,1,1
SEA 34-1420,KI,210,668,174,385,0,1
SEA 34-1423,KI,124,338,78,205,0,3
SEA 34-1422,KI,117,354,98,216,0,1
DES 33-2394,KI,192,407,78,271,0,1
DES 33-2395,KI,104,263,54,162,0,4
SEA 34-1429,KI,91,252,65,158,0,2
SEA 34-1428,KI,93,252,66,163,0,4
WOD 45-2734,KI,210,583,116,328,0,2
RNT 11-0404,KI,180,598,98,281,0,3
SEA 43-1348,KI,179,555,135,317,0,3
SEA 37-1648,KI,203,695,122,327,0,2
SEA 37-1629,KI,139,527,78,221,0,4
RED 48-3391,KI,256,704,147,404,0,1
LFP 46-1089,KI,181,554,140,321,0,0
KMR 46-3594,KI,99,322,54,155,0,2
KMR 46-3592,KI,114,396,73,190,0,3
KEN 47-3408,KI,102,374,38,141,0,1
SEA 37-3673,KI,177,563,93,277,0,7
SEA 37-3672,KI,131,426,91,225,0,3
FREEDOM,KI,214,726,160,378,0,4
KEN 47-3402,KI,187,669,132,322,0,3
KIR 45-2924,KI,194,718,121,322,0,7
ISS 05-3145,KI,242,895,162,406,0,2
MARGERY,KI,232,762,127,360,0,1
AVONDALE,KI,100,293,67,169,0,2
SEA 43-1776,KI,228,673,141,375,0,6
SEA 32-2211,KI,182,606,123,311,0,6
SEA 32-2210,KI,228,610,144,374,0,2
SEA 46-2360,KI,128,469,71,202,0,3
SEA 46-2361,KI,117,359,87,206,0,2
SEA 32-2215,KI,322,805,207,535,0,6
BEL 41-2429,KI,275,836,174,449,0,0
SEA 32-2217,KI,281,754,135,421,0,5
FAIRVILLE,KI,175,575,119,298,0,4
SEA 32-2218,KI,194,666,133,332,0,5
SEA 46-2369,KI,166,419,94,262,0,2
BUR 34-0824,KI,175,577,93,272,0,4
RNT 11-0539,KI,131,475,46,178,0,1
COV 47-3279,KI,207,713,131,342,0,4
BOT 45-3620,KI,38,149,25,63,0,0
FOREST,KI,196,572,116,313,0,1
DILWORTH,KI,155,438,122,277,0,0
SEA 43-1869,KI,173,465,96,270,0,1
LYNN,KI,135,433,78,214,0,1
ISS 05-2929,KI,193,562,142,341,0,6
TUK 11-3233,KI,114,457,62,178,0,2
BEL 48-0154,KI,98,258,51,157,0,8
BEL 48-0156,KI,229,659,123,354,0,2
BEL 48-0151,KI,128,409,98,232,0,6
BEL 48-0153,KI,94,314,64,160,0,2
MIL 30-3146,KI,212,659,144,361,0,5
SEA 43-3497,KI,128,532,90,218,0,0
BEL 48-0159,KI,167,533,104,273,0,2
SEA 43-1274,KI,124,302,89,216,0,3
RED 48-2449,KI,177,518,110,290,0,3
RED 48-2448,KI,190,544,122,316,0,4
ISS 41-2605,KI,156,434,83,240,0,1
ISS 41-2602,KI,226,817,147,379,0,6
JOVITA,KI,125,454,100,232,0,7
BEL 41-2556,KI,236,656,140,378,0,2
ISS 41-2977,KI,96,397,41,137,0,0
FED 30-3028,KI,165,510,84,250,0,1
