Row Label,County,Linda Lau,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
M-V 05-0697,KI,214,673,171,385,0,0
NAPOLEON,KI,178,505,144,324,0,2
SEA 37-1607,KI,136,524,90,227,0,1
SEA 36-1720,KI,149,622,138,287,0,0
SEA 36-1721,KI,126,529,120,246,0,0
MORRIS,KI,189,736,166,359,0,4
SEA 36-1723,KI,113,431,136,252,0,3
SEA 36-1724,KI,107,315,98,207,0,2
SEA 36-1725,KI,100,372,88,189,0,1
SEA 36-1726,KI,110,387,103,214,0,1
SEA 36-1727,KI,123,382,116,239,0,0
KIR 45-2489,KI,174,559,116,295,0,5
SEA 36-1729,KI,70,231,77,147,0,0
M-V 05-3322,KI,106,382,83,189,0,0
AMES LAKE,KI,239,810,201,445,0,5
FAIRHAVEN,KI,222,808,215,439,0,2
GRIZZLY,KI,163,653,189,353,0,1
QUARTERMASTER,KI,102,342,125,229,0,2
AUB 47-0045,KI,229,674,119,351,0,3
SEA 36-1695,KI,165,475,153,320,0,2
SHL 32-0558,KI,76,310,62,138,0,0
BACUS,KI,152,443,117,271,0,2
BEL 48-3143,KI,114,377,86,202,0,2
AUB 30-3477,KI,40,203,25,65,0,0
AUB 30-3476,KI,62,264,24,86,0,0
MOUNT SI,KI,70,274,95,166,0,1
BEL 48-3144,KI,177,481,93,274,0,4
BEL 41-3140,KI,90,286,81,172,0,1
SEA 43-3230,KI,160,626,146,309,0,3
NEW 41-0248,KI,107,380,72,180,0,1
SHL 32-1053,KI,126,364,99,227,0,2
SEA 36-2163,KI,75,289,100,176,0,1
SEA 36-2162,KI,124,373,134,259,0,1
SEA 36-2161,KI,138,460,165,304,0,1
SEA 36-2167,KI,94,327,116,211,0,1
SEA 36-2166,KI,109,336,122,231,0,0
SEA 36-2165,KI,64,240,105,170,0,1
ROSE,KI,143,409,136,280,0,1
SEA 36-2168,KI,156,520,178,334,0,0
KIR 45-1040,KI,237,783,195,433,0,1
BEL 41-0206,KI,204,729,139,344,0,1
SHL 32-0888,KI,78,264,64,142,0,0
SEA 43-2544,KI,311,887,221,537,0,5
SEA 36-3496,KI,187,671,136,328,0,5
DUV 45-3481,KI,259,692,139,400,0,2
DOCKTON,KI,234,696,211,446,0,1
AUB 47-2839,KI,249,692,179,430,0,2
SEA 37-1907,KI,236,657,195,432,0,1
SEA 37-1906,KI,131,427,147,280,0,2
BUR 33-1189,KI,174,639,107,283,0,2
SEA 37-1902,KI,102,339,120,224,0,2
SEA 37-1901,KI,86,260,77,163,0,0
SEA 37-1900,KI,104,355,83,192,0,5
RNT 11-3575,KI,174,600,139,318,0,5
SAM 45-2726,KI,144,479,132,278,0,2
KIR 48-0615,KI,172,542,129,307,0,6
SAM 41-2973,KI,222,723,212,434,0,0
SEA 43-2547,KI,113,461,91,204,0,0
KEN 33-3174,KI,199,652,115,315,0,1
M-I 41-3655,KI,162,457,95,258,0,1
SHL 32-1168,KI,145,466,100,246,0,1
MICHAEL,KI,206,582,146,353,0,1
SEA 43-2546,KI,94,324,79,176,0,3
SEA 46-2328,KI,67,299,80,147,0,0
TANNER,KI,159,695,181,343,0,3
SNQ 05-3667,KI,117,451,104,224,0,3
RNT 11-3683,KI,78,320,49,128,0,1
SYLVAN,KI,224,744,111,336,0,1
SEA 43-2550,KI,90,342,66,157,0,1
BOT 01-3398,KI,181,656,168,350,0,1
SEA 37-1585,KI,115,358,116,233,0,2
CLEVELAND,KI,99,344,110,212,0,3
BEL 41-0815,KI,88,405,65,155,0,2
KEN 47-3579,KI,58,273,42,100,0,0
CROSS,KI,165,511,162,328,1,0
LFP 46-0734,KI,220,575,129,349,0,0
SEA 43-1345,KI,130,424,143,274,0,1
AUB 47-3456,KI,197,795,104,305,0,4
IDA,KI,81,260,62,146,0,3
DES 33-2626,KI,164,331,105,272,0,3
DES 33-2627,KI,145,347,82,229,0,2
DES 33-2625,KI,127,434,101,231,0,3
DES 33-2623,KI,123,333,101,225,0,1
CAMELOT,KI,127,479,83,211,0,1
KIR 01-0356,KI,281,816,234,516,0,1
RNT 37-3650,KI,100,474,102,204,0,2
SEA 43-2543,KI,86,313,65,153,0,2
ENM 31-0413,KI,189,655,172,363,0,2
RED 48-3134,KI,101,351,77,181,0,3
ENM 31-0410,KI,173,644,120,297,0,4
ENM 31-0417,KI,81,249,61,143,0,1
ENM 31-0416,KI,210,695,189,402,0,3
ENM 31-0415,KI,70,259,70,142,0,2
ENM 31-0419,KI,123,480,103,231,0,5
ENM 31-0418,KI,192,565,128,322,0,2
AUB 31-0058,KI,102,290,66,172,0,4
SEA 34-1425,KI,109,292,75,185,0,1
SEA 34-1424,KI,114,436,95,210,0,1
SEA 34-1427,KI,75,269,86,163,0,2
SEA 34-1426,KI,96,294,90,186,0,0
SEA 37-2861,KI,118,391,124,243,0,1
SEA 34-1420,KI,184,668,200,385,0,1
SEA 34-1423,KI,113,338,90,205,0,2
SEA 34-1422,KI,104,354,111,216,0,1
DES 33-2394,KI,185,407,85,271,0,1
DES 33-2395,KI,102,263,58,162,0,2
SEA 34-1429,KI,81,252,74,158,0,3
SEA 34-1428,KI,86,252,73,163,0,4
WOD 45-2734,KI,197,583,130,328,0,1
RNT 11-0404,KI,172,598,106,281,0,3
SEA 43-1348,KI,160,555,155,317,0,2
SEA 37-1648,KI,190,695,135,327,0,2
SEA 37-1629,KI,119,527,99,221,0,3
RED 48-3391,KI,239,704,164,404,0,1
LFP 46-1089,KI,166,554,154,321,0,1
KMR 46-3594,KI,95,322,59,155,0,1
KMR 46-3592,KI,111,396,77,190,0,2
KEN 47-3408,KI,103,374,38,141,0,0
SEA 37-3673,KI,152,563,119,277,0,6
SEA 37-3672,KI,118,426,104,225,0,3
FREEDOM,KI,200,726,175,378,0,3
KEN 47-3402,KI,181,669,138,322,0,3
KIR 45-2924,KI,184,718,132,322,0,6
ISS 05-3145,KI,223,895,182,406,0,1
MARGERY,KI,220,762,140,360,0,0
AVONDALE,KI,93,293,75,169,0,1
SEA 43-1776,KI,199,673,170,375,0,6
SEA 32-2211,KI,171,606,136,311,0,4
SEA 32-2210,KI,213,610,159,374,0,2
SEA 46-2360,KI,116,469,83,202,0,3
SEA 46-2361,KI,107,359,98,206,0,1
SEA 32-2215,KI,291,805,242,535,0,2
BEL 41-2429,KI,257,836,191,449,0,1
SEA 32-2217,KI,274,754,144,421,0,3
FAIRVILLE,KI,163,575,132,298,0,3
SEA 32-2218,KI,167,666,162,332,0,3
SEA 46-2369,KI,160,419,99,262,0,3
BUR 34-0824,KI,167,577,100,272,0,5
RNT 11-0539,KI,121,475,57,178,0,0
COV 47-3279,KI,198,713,140,342,0,4
BOT 45-3620,KI,36,149,27,63,0,0
FOREST,KI,186,572,122,313,0,5
DILWORTH,KI,134,438,141,277,0,2
SEA 43-1869,KI,150,465,119,270,0,1
LYNN,KI,127,433,86,214,0,1
ISS 05-2929,KI,177,562,160,341,0,4
TUK 11-3233,KI,109,457,67,178,0,2
BEL 48-0154,KI,91,258,59,157,0,7
BEL 48-0156,KI,219,659,134,354,0,1
BEL 48-0151,KI,119,409,111,232,0,2
BEL 48-0153,KI,91,314,68,160,0,1
MIL 30-3146,KI,198,659,159,361,0,4
SEA 43-3497,KI,119,532,99,218,0,0
BEL 48-0159,KI,154,533,116,273,0,3
SEA 43-1274,KI,106,302,107,216,0,3
RED 48-2449,KI,167,518,121,290,0,2
RED 48-2448,KI,173,544,139,316,0,4
ISS 41-2605,KI,144,434,96,240,0,0
ISS 41-2602,KI,213,817,160,379,0,6
JOVITA,KI,122,454,105,232,0,5
BEL 41-2556,KI,216,656,162,378,0,0
ISS 41-2977,KI,88,397,49,137,0,0
FED 30-3028,KI,161,510,88,250,0,1
