"Race","CountyCode","Candidate","PrecinctName","PrecinctCode","Votes"
"Legislative District 7 - State Senator","OK","Brian Dansel","TONASKET #5","171","5"
"Legislative District 7 - State Senator","OK","John Smith","TONASKET #5","171","9"
"Legislative District 7 - State Senator","OK","Mike Brunson","TONASKET #6","172","0"
"Legislative District 7 - State Senator","OK","Brian Dansel","TONASKET #6","172","5"
"Legislative District 7 - State Senator","OK","John Smith","TONASKET #6","172","4"
"Legislative District 7 - State Senator","OK","Mike Brunson","TONASKET #7","173","2"
"Legislative District 7 - State Senator","OK","Brian Dansel","TONASKET #7","173","6"
"Legislative District 7 - State Senator","OK","John Smith","TONASKET #7","173","6"
"Legislative District 7 - State Senator","OK","Mike Brunson","COLEMAN BUTTE","185","2"
"Legislative District 7 - State Senator","OK","Brian Dansel","COLEMAN BUTTE","185","15"
"Legislative District 7 - State Senator","OK","John Smith","COLEMAN BUTTE","185","17"
"Legislative District 7 - State Senator","OK","Mike Brunson","ASTON","186","1"
"Legislative District 7 - State Senator","OK","Brian Dansel","ASTON","186","2"
"Legislative District 7 - State Senator","OK","John Smith","ASTON","186","17"
"Legislative District 7 - State Senator","OK","Mike Brunson","WEST RIVER","187","3"
"Legislative District 7 - State Senator","OK","Brian Dansel","WEST RIVER","187","3"
"Legislative District 7 - State Senator","OK","John Smith","WEST RIVER","187","9"
"Legislative District 7 - State Senator","OK","Mike Brunson","OMAK RIVER","188","2"
"Legislative District 7 - State Senator","OK","Brian Dansel","OMAK RIVER","188","3"
"Legislative District 7 - State Senator","OK","John Smith","OMAK RIVER","188","25"
"Legislative District 7 - State Senator","OK","Mike Brunson","CHEROKEE","189","4"
"Legislative District 7 - State Senator","OK","Brian Dansel","CHEROKEE","189","4"
"Legislative District 7 - State Senator","OK","John Smith","CHEROKEE","189","22"
"Legislative District 7 - State Senator","OK","Mike Brunson","NICHOLS","190","1"
"Legislative District 7 - State Senator","OK","Brian Dansel","NICHOLS","190","4"
"Legislative District 7 - State Senator","OK","John Smith","NICHOLS","190","6"
"Legislative District 7 - State Senator","OK","Mike Brunson","OMAK #10","202","5"
"Legislative District 7 - State Senator","OK","Brian Dansel","OMAK #10","202","6"
"Legislative District 7 - State Senator","OK","John Smith","OMAK #10","202","16"
"Legislative District 7 - State Senator","OK","Mike Brunson","OMAK #11","203","6"
"Legislative District 7 - State Senator","OK","Brian Dansel","OMAK #11","203","8"
"Legislative District 7 - State Senator","OK","John Smith","OMAK #11","203","35"
"Legislative District 7 - State Senator","OK","Mike Brunson","OMAK #12","204","2"
"Legislative District 7 - State Senator","OK","Brian Dansel","OMAK #12","204","5"
"Legislative District 7 - State Senator","OK","John Smith","OMAK #12","204","27"
"Legislative District 7 - State Senator","OK","Mike Brunson","OMAK #13","205","0"
"Legislative District 7 - State Senator","OK","Brian Dansel","OMAK #13","205","4"
"Legislative District 7 - State Senator","OK","John Smith","OMAK #13","205","13"
"Legislative District 7 - State Senator","OK","Mike Brunson","OMAK #14","206","4"
"Legislative District 7 - State Senator","OK","Brian Dansel","OMAK #14","206","4"
"Legislative District 7 - State Senator","OK","John Smith","OMAK #14","206","5"
"Legislative District 7 - State Senator","OK","Mike Brunson","OMAK #15","207","4"
"Legislative District 7 - State Senator","OK","Brian Dansel","OMAK #15","207","5"
"Legislative District 7 - State Senator","OK","John Smith","OMAK #15","207","25"
"Legislative District 7 - State Senator","OK","Mike Brunson","OMAK #16","208","2"
"Legislative District 7 - State Senator","OK","Brian Dansel","OMAK #16","208","3"
"Legislative District 7 - State Senator","OK","John Smith","OMAK #16","208","18"
"Legislative District 7 - State Senator","OK","Mike Brunson","OMAK #17","209","7"
"Legislative District 7 - State Senator","OK","Brian Dansel","OMAK #17","209","3"
"Legislative District 7 - State Senator","OK","John Smith","OMAK #17","209","30"
"Legislative District 7 - State Senator","OK","Mike Brunson","OMAK #18","210","2"
"Legislative District 7 - State Senator","OK","Brian Dansel","OMAK #18","210","0"
"Legislative District 7 - State Senator","OK","John Smith","OMAK #18","210","5"
"Legislative District 7 - State Senator","OK","Mike Brunson","OMAK #19","211","4"
"Legislative District 7 - State Senator","OK","Brian Dansel","OMAK #19","211","7"
"Legislative District 7 - State Senator","OK","John Smith","OMAK #19","211","12"
"Legislative District 7 - State Senator","OK","Mike Brunson","OMAK #20","212","1"
"Legislative District 7 - State Senator","OK","Brian Dansel","OMAK #20","212","2"
"Legislative District 7 - State Senator","OK","John Smith","OMAK #20","212","15"
"Legislative District 7 - State Senator","OK","Mike Brunson","OMAK #21","213","5"
"Legislative District 7 - State Senator","OK","Brian Dansel","OMAK #21","213","2"
"Legislative District 7 - State Senator","OK","John Smith","OMAK #21","213","14"
"Legislative District 7 - State Senator","OK","Mike Brunson","OMAK #22","214","5"
"Legislative District 7 - State Senator","OK","Brian Dansel","OMAK #22","214","5"
"Legislative District 7 - State Senator","OK","John Smith","OMAK #22","214","17"
"Legislative District 7 - State Senator","OK","Mike Brunson","OMAK #23","215","1"
"Legislative District 7 - State Senator","OK","Brian Dansel","OMAK #23","215","4"
"Legislative District 7 - State Senator","OK","John Smith","OMAK #23","215","8"
"Legislative District 7 - State Senator","OK","Mike Brunson","OMAK #24","216","2"
"Legislative District 7 - State Senator","OK","Brian Dansel","OMAK #24","216","2"
"Legislative District 7 - State Senator","OK","John Smith","OMAK #24","216","15"
"Legislative District 7 - State Senator","OK","Mike Brunson","OKANOGAN #5","217","1"
"Legislative District 7 - State Senator","OK","Brian Dansel","OKANOGAN #5","217","6"
"Legislative District 7 - State Senator","OK","John Smith","OKANOGAN #5","217","13"
"Legislative District 7 - State Senator","OK","Mike Brunson","OKANOGAN #6","218","2"
"Legislative District 7 - State Senator","OK","Brian Dansel","OKANOGAN #6","218","4"
"Legislative District 7 - State Senator","OK","John Smith","OKANOGAN #6","218","14"
"Legislative District 7 - State Senator","OK","Mike Brunson","OKANOGAN #7","219","2"
"Legislative District 7 - State Senator","OK","Brian Dansel","OKANOGAN #7","219","0"
"Legislative District 7 - State Senator","OK","John Smith","OKANOGAN #7","219","7"
"Legislative District 7 - State Senator","OK","Mike Brunson","OKANOGAN #8","220","2"
"Legislative District 7 - State Senator","OK","Brian Dansel","OKANOGAN #8","220","2"
"Legislative District 7 - State Senator","OK","John Smith","OKANOGAN #8","220","13"
"Legislative District 7 - State Senator","OK","Mike Brunson","OKANOGAN #9(*)","221","0"
"Legislative District 7 - State Senator","OK","Brian Dansel","OKANOGAN #9(*)","221","0"
"Legislative District 7 - State Senator","OK","John Smith","OKANOGAN #9(*)","221","0"
"Legislative District 7 - State Senator","OK","Mike Brunson","OKANOGAN #10","222","0"
"Legislative District 7 - State Senator","OK","Brian Dansel","OKANOGAN #10","222","4"
"Legislative District 7 - State Senator","OK","John Smith","OKANOGAN #10","222","20"
"Legislative District 7 - State Senator","OK","Mike Brunson","OKANOGAN #11","223","1"
"Legislative District 7 - State Senator","OK","Brian Dansel","OKANOGAN #11","223","2"
"Legislative District 7 - State Senator","OK","John Smith","OKANOGAN #11","223","10"
"Legislative District 7 - State Senator","OK","Mike Brunson","OKANOGAN #12","224","3"
"Legislative District 7 - State Senator","OK","Brian Dansel","OKANOGAN #12","224","2"
"Legislative District 7 - State Senator","OK","John Smith","OKANOGAN #12","224","7"
"Legislative District 7 - State Senator","OK","Mike Brunson","OKANOGAN #13","225","3"
"Legislative District 7 - State Senator","OK","Brian Dansel","OKANOGAN #13","225","4"
"Legislative District 7 - State Senator","OK","John Smith","OKANOGAN #13","225","11"
"Legislative District 7 - State Senator","PE","Mike Brunson","Total","-1","538"
"Legislative District 7 - State Senator","PE","Brian Dansel","Total","-1","403"
"Legislative District 7 - State Senator","PE","John Smith","Total","-1","1100"
"Legislative District 7 - State Senator","PE","Mike Brunson","Camden","1","10"
"Legislative District 7 - State Senator","PE","Brian Dansel","Camden","1","22"
"Legislative District 7 - State Senator","PE","John Smith","Camden","1","26"
"Legislative District 7 - State Senator","PE","Mike Brunson","Cusick","2","16"
"Legislative District 7 - State Senator","PE","Brian Dansel","Cusick","2","20"
"Legislative District 7 - State Senator","PE","John Smith","Cusick","2","29"
"Legislative District 7 - State Senator","PE","Mike Brunson","Dalkena","3","33"
"Legislative District 7 - State Senator","PE","Brian Dansel","Dalkena","3","15"
"Legislative District 7 - State Senator","PE","John Smith","Dalkena","3","83"
"Legislative District 7 - State Senator","PE","Mike Brunson","Diamond Lk East","4","8"
"Legislative District 7 - State Senator","PE","Brian Dansel","Diamond Lk East","4","2"
"Legislative District 7 - State Senator","PE","John Smith","Diamond Lk East","4","25"
"Legislative District 7 - State Senator","PE","Mike Brunson","Fertile Valley North","5","15"
"Legislative District 7 - State Senator","PE","Brian Dansel","Fertile Valley North","5","11"
"Legislative District 7 - State Senator","PE","John Smith","Fertile Valley North","5","29"
"Legislative District 7 - State Senator","PE","Mike Brunson","Furport","6","30"
"Legislative District 7 - State Senator","PE","Brian Dansel","Furport","6","18"
"Legislative District 7 - State Senator","PE","John Smith","Furport","6","54"
"Legislative District 7 - State Senator","PE","Mike Brunson","Ione East","7","13"
"Legislative District 7 - State Senator","PE","Brian Dansel","Ione East","7","11"
"Legislative District 7 - State Senator","PE","John Smith","Ione East","7","43"
"Legislative District 7 - State Senator","PE","Mike Brunson","Ione West","8","23"
"Legislative District 7 - State Senator","PE","Brian Dansel","Ione West","8","9"
"Legislative District 7 - State Senator","PE","John Smith","Ione West","8","44"
"Legislative District 7 - State Senator","PE","Mike Brunson","Metaline","9","11"
"Legislative District 7 - State Senator","PE","Brian Dansel","Metaline","9","6"
"Legislative District 7 - State Senator","PE","John Smith","Metaline","9","26"
"Legislative District 7 - State Senator","PE","Mike Brunson","Metaline Falls","10","31"
"Legislative District 7 - State Senator","PE","Brian Dansel","Metaline Falls","10","22"
"Legislative District 7 - State Senator","PE","John Smith","Metaline Falls","10","48"
"Legislative District 7 - State Senator","PE","Mike Brunson","Tiger Dry Canyon","11","39"
"Legislative District 7 - State Senator","PE","Brian Dansel","Tiger Dry Canyon","11","24"
"Legislative District 7 - State Senator","PE","John Smith","Tiger Dry Canyon","11","80"
"Legislative District 7 - State Senator","PE","Mike Brunson","Newport NE","12","44"
"Legislative District 7 - State Senator","PE","Brian Dansel","Newport NE","12","26"
"Legislative District 7 - State Senator","PE","John Smith","Newport NE","12","69"
"Legislative District 7 - State Senator","PE","Mike Brunson","Newport SE","13","21"
"Legislative District 7 - State Senator","PE","Brian Dansel","Newport SE","13","12"
"Legislative District 7 - State Senator","PE","John Smith","Newport SE","13","30"
"Legislative District 7 - State Senator","PE","Mike Brunson","Newport NW","14","38"
"Legislative District 7 - State Senator","PE","Brian Dansel","Newport NW","14","31"
"Legislative District 7 - State Senator","PE","John Smith","Newport NW","14","77"
"Legislative District 7 - State Senator","PE","Mike Brunson","Newport SW","15","35"
"Legislative District 7 - State Senator","PE","Brian Dansel","Newport SW","15","31"
"Legislative District 7 - State Senator","PE","John Smith","Newport SW","15","46"
"Legislative District 7 - State Senator","PE","Mike Brunson","Noble","16","30"
"Legislative District 7 - State Senator","PE","Brian Dansel","Noble","16","13"
"Legislative District 7 - State Senator","PE","John Smith","Noble","16","69"
"Legislative District 7 - State Senator","PE","Mike Brunson","Ruby","17","6"
"Legislative District 7 - State Senator","PE","Brian Dansel","Ruby","17","5"
"Legislative District 7 - State Senator","PE","John Smith","Ruby","17","3"
"Legislative District 7 - State Senator","PE","Mike Brunson","Sacheen","18","32"
"Legislative District 7 - State Senator","PE","Brian Dansel","Sacheen","18","18"
"Legislative District 7 - State Senator","PE","John Smith","Sacheen","18","33"
"Legislative District 7 - State Senator","PE","Mike Brunson","Usk","19","3"
"Legislative District 7 - State Senator","PE","Brian Dansel","Usk","19","10"
"Legislative District 7 - State Senator","PE","John Smith","Usk","19","57"
"Legislative District 7 - State Senator","PE","Mike Brunson","Diamond Lk West","20","12"
"Legislative District 7 - State Senator","PE","Brian Dansel","Diamond Lk West","20","13"
"Legislative District 7 - State Senator","PE","John Smith","Diamond Lk West","20","26"
"Legislative District 7 - State Senator","PE","Mike Brunson","Deer Valley North","21","27"
"Legislative District 7 - State Senator","PE","Brian Dansel","Deer Valley North","21","25"
"Legislative District 7 - State Senator","PE","John Smith","Deer Valley North","21","39"
"Legislative District 7 - State Senator","PE","Mike Brunson","Locke","22","4"
"Legislative District 7 - State Senator","PE","Brian Dansel","Locke","22","2"
"Legislative District 7 - State Senator","PE","John Smith","Locke","22","8"
"Legislative District 7 - State Senator","PE","Mike Brunson","Kalispel Leclerc","23","12"
"Legislative District 7 - State Senator","PE","Brian Dansel","Kalispel Leclerc","23","9"
"Legislative District 7 - State Senator","PE","John Smith","Kalispel Leclerc","23","36"
"Legislative District 7 - State Senator","PE","Mike Brunson","Skookum","24","4"
"Legislative District 7 - State Senator","PE","Brian Dansel","Skookum","24","4"
"Legislative District 7 - State Senator","PE","John Smith","Skookum","24","17"
"Legislative District 7 - State Senator","PE","Mike Brunson","Deer Valley South","25","7"
"Legislative District 7 - State Senator","PE","Brian Dansel","Deer Valley South","25","12"
